,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Text
254,Neutral,2020-07-08 18:00:00,facebook,"playful,danceintherain",22,44,canada,play danc rain laughter whimsic spirit twirl puddl joy lighthearted
255,Positive,2021-08-15 11:10:00,instagram,"freespirit,paintingthesky",20,40,india,soar wing free spirit unburden chain conform paint sky independ
256,Positive,2019-10-25 16:50:00,twitter,"inspired,creativephoenix",15,30,uk,bath glow inspir creativ phoenix rise ash ordinari thought explor new realm
257,Positive,2023-10-05 07:30:00,facebook,"hopeful,sunriseofpossibilities",12,24,usa,navig sea hope sail toward sunris possibl confid ship posit anticip
258,Positive,2022-02-15 13:15:00,instagram,"confident,footprintsofassuredness",25,50,australia,stride confid footprint selfassured imprint sand challeng conquer victori claim
259,Positive,2021-05-08 22:00:00,twitter,"serenity,moonlitserenade",13,26,canada,lost symphoni night moonlit serenad whisper tale wanderlust moonlit dream
260,Neutral,2020-11-29 14:45:00,instagram,"curiosity,labyrinthofquestions",17,34,usa,unveil layer curios labyrinth question lead treasur trove undiscov knowledg
261,Neutral,2019-09-14 10:20:00,facebook,"ambivalence,autumnwaltz",14,28,uk,embrac autumn breez leav ambival danc waltz choic uncertainti
262,Positive,2022-03-12 19:55:00,twitter,"grateful,guidingstar",19,38,australia,gratitud guid star navig constel bless vast univers life preciou moment
263,Very Positive,2023-03-30 16:30:00,instagram,"zest,fieldsofenthusiasm",16,32,india,zest heart sprint field enthusiasm chase sunbeam laughter meadow joy
264,Positive,2021-07-01 12:10:00,facebook,"compassionate,tearsofempathy",21,42,canada,compassion rain tear empathi fall gentli nurtur seed kind garden human connect
265,Positive,2020-01-05 08:45:00,twitter,"proud,scalingpeaks",23,46,usa,proudli scale peak achiev mountain conquer challeng plant flag success
266,Positive,2022-07-17 06:15:00,instagram,"hopeful,seedsofoptimism",14,28,uk,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow
267,Neutral,2018-08-22 17:20:00,facebook,"playful,carnivalescapade",24,48,australia,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher
268,Positive,2021-12-08 14:30:00,twitter,"inspired,cloudsofcreativity",18,36,india,float cloud inspir artist paint sky stroke creativ creat masterpiec dream
269,Positive,2019-04-27 09:50:00,instagram,"contentment,tranquilwaters",20,40,canada,navig river content seren boat cruis tranquil water inner peac accept
270,Neutral,2023-09-03 21:40:00,facebook,"empathetic,lanternofcompassion",16,32,usa,empathi lantern wander dark alley sorrow illumin path compass care
271,Positive,2020-06-10 10:05:00,twitter,"freespirit,wingsofdreams",22,44,uk,free spirit soar wing dream leav trail independ azur sky boundless possibl
272,Positive,2022-04-01 18:30:00,instagram,"grateful,goldenhues",19,38,australia,bath golden hue grate sunset appreci cast warm glow landscap heart
273,Positive,2021-01-15 13:00:00,facebook,"confident,danceoflife",23,46,canada,confid stride danc life ballroom selfassured lead twirl challeng grace
274,Positive,2023-05-06 07:20:00,twitter,"hopeful,brightertomorrows",15,30,india,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl
275,Neutral,2019-11-18 15:15:00,instagram,"playful,jugglingresponsibilities",25,50,usa,play juggl respons circu perform balanc act work joy toss laughter air
276,Positive,2020-08-29 20:45:00,facebook,"inspired,talestothestars",14,28,uk,whisper tale inspir star storytel craft constel thread imagin
277,Positive,2022-10-30 11:40:00,twitter,"hopeful,sailorofdreams",17,34,australia,chart cours wave hope anticip sailor steer toward shore dream yet unexplor
278,Positive,2021-07-01 12:10:00,instagram,"compassionate,tearsofempathy",21,42,canada,compassion rain tear empathi fall gentli nurtur seed kind garden human connect
279,Positive,2020-01-05 08:45:00,twitter,"proud,scalingpeaks",23,46,usa,proudli scale peak achiev mountain conquer challeng plant flag success
280,Positive,2022-07-17 06:15:00,instagram,"hopeful,seedsofoptimism",14,28,uk,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow
281,Neutral,2018-08-22 17:20:00,facebook,"playful,carnivalescapade",24,48,australia,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher
282,Positive,2021-12-08 14:30:00,twitter,"inspired,cloudsofcreativity",18,36,india,float cloud inspir artist paint sky stroke creativ creat masterpiec dream
283,Positive,2019-04-27 09:50:00,instagram,"contentment,tranquilwaters",20,40,canada,navig river content seren boat cruis tranquil water inner peac accept
284,Neutral,2023-09-03 21:40:00,facebook,"empathetic,lanternofcompassion",16,32,usa,empathi lantern wander dark alley sorrow illumin path compass care
285,Positive,2020-06-10 10:05:00,twitter,"freespirit,wingsofdreams",22,44,uk,free spirit soar wing dream leav trail independ azur sky boundless possibl
286,Positive,2022-04-01 18:30:00,instagram,"grateful,goldenhues",19,38,australia,bath golden hue grate sunset appreci cast warm glow landscap heart
287,Positive,2021-01-15 13:00:00,facebook,"confident,danceoflife",23,46,canada,confid stride danc life ballroom selfassured lead twirl challeng grace
288,Positive,2023-05-06 07:20:00,twitter,"hopeful,brightertomorrows",15,30,india,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl
289,Neutral,2019-11-18 15:15:00,instagram,"playful,jugglingresponsibilities",25,50,usa,play juggl respons circu perform balanc act work joy toss laughter air
290,Positive,2020-08-29 20:45:00,facebook,"inspired,talestothestars",14,28,uk,whisper tale inspir star storytel craft constel thread imagin
291,Positive,2022-10-30 11:40:00,twitter,"hopeful,sailorofdreams",17,34,australia,chart cours wave hope anticip sailor steer toward shore dream yet unexplor
292,Positive,2021-07-01 12:10:00,instagram,"compassionate,tearsofempathy",21,42,canada,compassion rain tear empathi fall gentli nurtur seed kind garden human connect
293,Positive,2020-01-05 08:45:00,twitter,"proud,scalingpeaks",23,46,usa,proudli scale peak achiev mountain conquer challeng plant flag success
294,Positive,2022-07-17 06:15:00,instagram,"hopeful,seedsofoptimism",14,28,india,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow
295,Neutral,2018-08-22 17:20:00,facebook,"playful,carnivalescapade",24,48,australia,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher
296,Very Negative,2021-09-15 16:00:00,instagram,"despair,echoingsilence",8,16,canada,drown abyss despair heart shatter fragment lost echo silenc hopeless
297,Negative,2019-03-08 14:20:00,facebook,"bitterness,resentmentweb",12,24,uk,bitter fester like venom vine entwin soul web resent poison garden peac
298,Negative,2017-07-20 11:45:00,twitter,"loneliness,miragesofconnection",15,30,usa,wander desert loneli step heavi sigh mirag connect shimmer never materi
299,Negative,2020-11-02 19:30:00,instagram,"yearning,distantwarmth",10,20,australia,yearn touch that echo distant warmth haunt heart cold embrac solitud
300,Negative,2022-05-12 02:00:00,facebook,"fearful,imaginedhorrors",18,36,india,eye wide open night fear shadow danc wall mind prison imagin horror
301,Negative,2023-04-08 13:15:00,twitter,"apprehensive,balancingact",14,28,uk,apprehens step tightrop uncertainti balanc act fall seem inevit anxieti constant companion
302,Negative,2021-06-25 17:50:00,instagram,"overwhelmed,bouldersofexhaustion",22,44,canada,overwhelm weight world atla trembl shoulder respons boulder landscap exhaust
303,Very Negative,2019-08-30 10:10:00,facebook,"jealous,greeneyedmonster",16,32,usa,jealousi greeney monster lurk shadow cast dark cloud sunshin other success
304,Very Negative,2022-08-03 15:30:00,twitter,"devastated,windsofbrokenpromises",25,50,australia,devast storm betray wreckag trust scatter like debri heart torn wind broken promis
305,Negative,2020-12-17 09:20:00,instagram,"frustrated,unsolvablepuzzle",12,24,india,frustrat finger tap keyboard symphoni annoy compos unsolv puzzl unmet expect
306,Negative,2021-02-28 22:45:00,facebook,"envious,gildedprize",20,40,usa,enviou eye fixat gild prize heartach fuel pain desir possess seem forev reach
307,Negative,2018-05-10 14:00:00,twitter,"dismissive,impenetrablewalls",14,28,uk,dismiss glanc fortress built indiffer wall impenetr plea understand recognit
308,Negative,2022-01-07 11:10:00,instagram,"frustrated,mosaicofdisappointment",15,30,canada,shatter dream lie floor like fragment glass mosaic disappoint craft hand frustrat
309,Negative,2019-09-19 03:30:00,facebook,"loneliness,solitarynocturne",18,36,australia,loneli silent companion night echo chamber solitud heart solitari nocturn
310,Negative,2023-07-14 23:00:00,twitter,"fearful,specteroftheunknown",13,26,uk,fear whisper dark mind haunt specter unknown shadow danc rhythm anxieti tune
311,Negative,2020-04-05 16:20:00,instagram,"bitterness,bitteraftertaste",10,20,india,bitter bitter aftertast linger tongu word remind wound refus heal pass time
312,Negative,2021-11-29 08:45:00,facebook,"overwhelmed,drowningsoul",20,40,usa,overwhelm cacophoni expect drown soul tempest pressur struggl stay afloat
313,Very Negative,2019-12-12 17:00:00,twitter,"jealous,heartofdiscontent",16,32,australia,jealousi venom seep vein poison heart turn breed ground discont
314,Very Negative,2022-05-20 14:50:00,instagram,"devastated,shatteredtrust",25,50,canada,devast revel betray trust shatter like fragil glass leav shard pain wake
315,Negative,2020-09-03 12:15:00,facebook,"frustrated,slippingthreads",14,28,uk,frustrat attempt mend broken connect thread understand slip finger like grain sand
316,Negative,2021-02-10 19:30:00,twitter,"envious,bitterpill",20,40,usa,enviou gaze cast upon podium success bitter pill swallow tast linger constant remind unattain height
317,Negative,2018-08-18 14:40:00,instagram,"dismissive,indifferenceperformance",12,24,australia,dismiss gestur curtain drawn shield vulner stage emot take backseat perform indiffer
318,Very Negative,2022-02-28 21:00:00,facebook,"despair,labyrinthofhopelessness",8,16,canada,despair like heavi fog envelop everi thought blur path ahead journey labyrinth utter hopeless
319,Negative,2019-10-15 10:30:00,twitter,"bitterness,iciclesofresentment",15,30,uk,bitter bitter chill air freez moment icicl resent dangl precari landscap memori
320,Negative,2017-12-01 18:50:00,instagram,"loneliness,starlesssky",18,36,usa,loneli solitari moon starless sky cast cold glow landscap isol echo bounc empti space
321,Negative,2020-04-18 16:15:00,facebook,"yearning,huesofsunset",10,20,australia,yearn warmth vanish sun heartach paint hue sunset never grace horizon
322,Negative,2023-01-07 03:30:00,twitter,"fearful,lurkingmonsters",18,36,india,fear eye scan shadow prison night terror lurk monster born mind darkest corner
323,Negative,2021-06-10 10:00:00,instagram,"apprehensive,stormofdoubt",14,28,canada,apprehens whisper wind forecast uncertainti mind weather vane spin wildli storm doubt
324,Negative,2020-02-22 15:20:00,facebook,"overwhelmed,minotaurofpressure",22,44,usa,overwhelm maze expect minotaur pressur lurk labyrinth wait devour spirit resili
325,Very Negative,2018-03-17 14:45:00,twitter,"jealous,bloomingachievements",16,32,uk,jealousi fester wound pain intensifi glanc garden other achiev bloom beyond fenc
326,Very Negative,2022-10-28 11:15:00,instagram,"devastated,echoesofshattereddreams",25,50,australia,devast heart ruin echo shatter dream reverber chamber requiem whole
327,Negative,2020-11-01 12:30:00,facebook,"frustrated,labyrinthofmiscommunication",14,28,india,frustrat attempt untangl knot confus thread understand slip labyrinth miscommun
328,Negative,2021-01-15 22:10:00,twitter,"envious,desireforkeys",20,40,usa,enviou eye lock treasur chest opportun heartach fuel desir key seem forev elus
329,Negative,2018-08-18 14:00:00,instagram,"dismissive,indifferenceperformance",12,24,australia,dismiss gestur curtain drawn shield vulner stage emot take backseat perform indiffer
330,Negative,2022-01-07 11:10:00,twitter,"frustrated,mosaicofdisappointment",15,30,canada,shatter dream lie floor like fragment glass mosaic disappoint craft hand frustrat
331,Negative,2019-09-19 03:30:00,facebook,"loneliness,solitarynocturne",18,36,australia,loneli silent companion night echo chamber solitud heart solitari nocturn
332,Positive,2022-04-03 06:15:00,instagram,"awe,breathtakingsunrise",28,55,usa,awestruck breathtak sunris mountain
333,Positive,2023-10-12 10:30:00,twitter,"determination,challenges",15,30,canada,navig challeng determin
334,Neutral,2019-06-28 19:00:00,facebook,"nostalgia,oldmemories",22,45,uk,nostalgia hit flip old photo album
335,Positive,2020-09-15 14:45:00,instagram,"thrill,culturalcelebration",40,80,india,thrill wit grandeur cultur festiv
336,Positive,2017-11-08 21:20:00,twitter,"calmness,rainydays",18,35,australia,calm found rhythm raindrop windowpan
337,Negative,2021-05-20 17:30:00,facebook,"overwhelmed,supportivecommunity",25,50,usa,overwhelm support receiv person challeng
338,Positive,2023-01-10 12:00:00,instagram,"excitement,vacationcountdown",30,60,other,excit build countdown longawait vacat begin
339,Positive,2018-12-05 08:45:00,twitter,"gratitude,lifelessons",35,70,other,reflect life journey grate lesson learn
340,Very Negative,2020-03-15 18:30:00,instagram,"bittersweet,farewell",20,40,other,bittersweet emot aris bid farewel dear friend
341,Neutral,2016-08-22 15:10:00,facebook,"curiosity,ancientdiscovery",18,35,other,curios spark explor mysteri ancient ruin
342,Positive,2019-08-20 16:00:00,instagram,"admiration,handcraftedart",25,50,usa,admir intric detail handcraft masterpiec
343,Very Positive,2021-12-08 19:30:00,twitter,"overjoyed,winterwarmth",18,35,canada,overjoy warmth cozi fireplac winter even
344,Positive,2020-06-10 20:45:00,instagram,"inspiration,colorfulsunset",30,60,uk,inspir strike observ color vibrant sunset
345,Positive,2022-02-28 07:15:00,facebook,"motivation,fitnessgoals",40,80,australia,motiv achiev fit goal invigor workout
346,Positive,2017-04-15 08:00:00,twitter,"gratitude,morningcoffee",22,45,india,gratitud simpl joy found cup morn coffe
347,Positive,2018-09-05 14:20:00,instagram,"empowerment,hikingadventure",35,70,usa,feel empow conquer challeng hike trail
348,Positive,2022-10-22 12:45:00,facebook,"amusement,playfulkittens",15,30,canada,amus antic play kitten playtim
349,Neutral,2016-07-02 23:30:00,twitter,"contemplation,starrynight",28,55,uk,contempl life mysteri starri night sky
350,Positive,2020-11-18 17:10:00,instagram,"joyfulreunion,friendship",20,40,india,joy reunion longlost friend year separ
351,Positive,2023-03-05 15:00:00,facebook,"excitement,surprisecelebration",30,60,australia,excit build prepar surpris celebr
352,Positive,2015-12-01 11:30:00,twitter,"satisfaction,diyproject",25,50,usa,satisfact deriv success complet diy project
353,Very Positive,2021-09-10 09:45:00,instagram,"blessed,supportivecommunity",18,35,uk,feel bless support commun time need
354,Positive,2018-05-12 14:20:00,facebook,"serenity,tranquilgarden",22,45,canada,captiv seren tranquil garden full bloom
355,Positive,2022-07-25 10:00:00,twitter,"anticipation,adventureawaits",40,80,india,anticip upcom adventur exot destin
356,Neutral,2019-03-08 18:30:00,instagram,"reflection,personalgrowth",35,70,usa,reflect person growth achiev life experi
357,Neutral,2017-01-28 21:15:00,facebook,"nostalgia,childhoodfavorites",20,40,australia,nostalg memori flood revisit childhood favorit
358,Positive,2016-11-14 13:45:00,twitter,"appreciation,culturalexperience",28,55,uk,appreci vibrant cultur experienc travel
359,Positive,2020-04-02 17:30:00,instagram,"confidence,overcominganxiety",15,30,usa,confid soar overcom public speak anxieti
360,Positive,2023-01-15 19:00:00,facebook,"contentment,familylaughter",25,50,canada,content midst famili gather fill laughter
361,Positive,2018-08-07 12:15:00,twitter,"enthusiasm,skillbuilding",30,60,india,enthusiasm learn new skill expand knowledg
362,Neutral,2019-10-18 16:45:00,instagram,"surprise,hiddengem",18,35,uk,surpris delight discov hidden gem citi
363,Positive,2022-06-30 07:00:00,facebook,"accomplishment,fitnesssuccess",22,45,australia,sens accomplish complet challeng workout
364,Positive,2017-06-12 18:20:00,twitter,"wonderment,doublerainbow",35,70,usa,wonder beauti doubl rainbow rain
365,Positive,2021-07-05 09:30:00,instagram,"optimism,brightfuture",20,40,canada,optim bright futur amidst challeng time
366,Positive,2016-04-15 14:50:00,facebook,"pride,careermilestone",28,55,uk,pride achiev person mileston career progress
367,Positive,2020-02-10 11:15:00,twitter,"happiness,sunnyday",15,30,india,happi bloom like flower garden sunni day
368,Very Positive,2018-09-22 16:30:00,instagram,"elation,rarebookdiscovery",40,80,usa,elat discov rare book quaint bookstor
369,Neutral,2015-11-08 10:00:00,facebook,"curiosity,ancientmysteries",18,35,australia,curios piqu mysteri ancient archaeolog site
370,Neutral,2022-08-10 22:00:00,instagram,"enchantment,cosmicfireflies",25,50,other,mesmer cosmic danc firefli moonlit night
371,Negative,2019-04-05 17:30:00,twitter,"intrigue,abstractart",18,35,other,intrigu symphoni color abstract art exhibit
372,Positive,2020-12-15 15:45:00,facebook,"playfuljoy,childrensplaydate",22,45,other,giggl joy echo air children playdat
373,Positive,2017-10-20 08:15:00,instagram,"mindfulness,laketranquility",35,70,canada,envelop seren practic mind lake
374,Very Positive,2021-02-28 13:00:00,twitter,"dreamchaser,skyhighdreams",30,60,australia,chase dream like kite soar high vast open sky
375,Positive,2018-06-12 20:30:00,facebook,"elegance,ballroomdance",28,55,uk,spellbound eleg ballroom danc crystal chandeli
376,Positive,2016-03-08 14:20:00,instagram,"whimsy,magicalworld",20,40,usa,whimsic delight world fairi tale magic creatur
377,Neutral,2023-04-18 17:10:00,twitter,"pensive,ancientcivilization",18,35,other,pensiv contempl amid ancient ruin forgotten civil
378,Positive,2020-07-25 12:45:00,facebook,"thrill,rollercoasteradventure",22,45,other,embrac thrill speed rollercoast exhilar twist
379,Positive,2019-11-30 19:30:00,instagram,"harmony,musicalunity",35,70,other,harmoni reson musician play melodi uniti togeth
380,Positive,2015-09-01 16:00:00,twitter,"creativity,artistshaven",15,30,other,burst creativ quiet solitud artist studio
381,Very Positive,2022-05-05 10:15:00,facebook,"radiance,springblooms",25,50,other,radiant joy akin bloom flower sunkiss spring morn
382,Neutral,2018-07-08 23:00:00,instagram,"wonder,stargazingadventure",40,80,other,sens wonder vast cosmo stargaz night
383,Very Positive,2021-09-20 14:30:00,twitter,"rejuvenation,seasideescape",18,35,other,rejuven salti breez sound wave seasid
384,Positive,2016-11-15 11:45:00,facebook,"inspiration,forestwhispers",28,55,other,whisper inspir rustl leav seren forest
385,Positive,2020-01-12 18:00:00,instagram,"coziness,warmwinterevening",30,60,other,savor warmth cup cocoa chilli winter even
386,Positive,2017-12-28 19:15:00,facebook,"gratitude,familylaughter",22,45,other,heartfelt gratitud laughter share famili reunion
387,Positive,2019-03-02 20:20:00,twitter,"adventure,culinaryjourney",35,70,other,embark culinari adventur savor exot flavor around world
388,Very Positive,2022-06-08 15:30:00,instagram,"euphoria,puzzlecompletion",20,40,other,euphoria flood final puzzl piec click place
389,Positive,2018-08-18 14:45:00,facebook,"awe,architecturalgrandeur",18,35,other,aweinspir grandeur ancient cathedr intric architectur
390,Neutral,2022-08-10 22:00:00,instagram,"enchantment,fireflyfield",25,50,other,captiv ether beauti field fill firefli
391,Positive,2019-04-05 17:30:00,twitter,"melodic,streetmusic",18,35,other,immers enchant melodi street musician violin
392,Very Positive,2020-12-15 15:45:00,facebook,"festivejoy,summercarnival",22,45,other,joy laughter reson live summer carniv
393,Positive,2017-10-20 08:15:00,instagram,"innerjourney,meditationbliss",35,70,canada,explor univers within mind medit session
394,Positive,2021-02-28 13:00:00,twitter,"freedom,coastaladventure",30,60,australia,soar like free spirit wind coastal cliff
395,Very Positive,2018-06-12 20:30:00,facebook,"dazzle,masqueradeelegance",28,55,uk,dazzl eleg masquerad ball dazzl costum
396,Positive,2016-03-08 14:20:00,instagram,"whimsy,fairytalemagic",20,40,usa,whimsic delight world whimsic fairi tale
397,Neutral,2023-04-18 17:10:00,twitter,"reflection,forgottenera",18,35,other,reflect contempl amid ruin forgotten era
398,Very Positive,2020-07-25 12:45:00,facebook,"adrenaline,rollercoasterthrills",22,45,other,ride adrenalin rush rollercoast wild twist
399,Positive,2019-11-30 19:30:00,instagram,"harmony,musicalunity",35,70,other,harmoni reson musician play symphoni uniti
400,Positive,2015-09-01 16:00:00,twitter,"artisticburst,studiocreativity",15,30,other,burst artist creativ quietud artist studio
401,Very Positive,2022-05-05 10:15:00,facebook,"radiance,springblooms",25,50,other,radiant joy akin blossom flower sunlit spring morn
402,Neutral,2018-07-08 23:00:00,instagram,"wonder,stargazingadventure",40,80,other,aweinspir vast cosmo stargaz night
403,Very Positive,2021-09-20 14:30:00,twitter,"rejuvenation,seasideescape",18,35,other,rejuven salti breez sound wave seasid
404,Positive,2016-11-15 11:45:00,facebook,"inspiration,forestwhispers",28,55,other,whisper inspir rustl leav seren forest
405,Positive,2020-01-12 18:00:00,instagram,"coziness,warmwinterevening",30,60,other,savor warmth cup cocoa chilli winter even
406,Positive,2017-12-28 19:15:00,facebook,"gratitude,familylaughter",22,45,other,heartfelt gratitud laughter share famili reunion
407,Positive,2019-03-02 20:20:00,twitter,"culinaryodyssey,flavorsaroundtheworld",35,70,other,embark culinari odyssey savor flavor around world
408,Very Positive,2022-06-08 15:30:00,instagram,"euphoria,perfectpuzzle",20,40,other,euphoria flood final puzzl piec fit perfectli
409,Positive,2018-08-18 14:45:00,facebook,"awe,architecturalgrandeur",18,35,other,awestruck grandeur ancient cathedr intric architectur
410,Neutral,2015-11-08 10:00:00,instagram,"curiosity,ancientmysteries",18,35,australia,curios awaken mysteri ancient archaeolog site
411,Positive,2020-12-02 17:30:00,twitter,"excitement,snowfallmagic",22,45,canada,giddi excit first snowflak danc sky
412,Positive,2017-06-10 12:15:00,instagram,"contentment,freshbreadaroma",28,55,other,content envelop aroma freshli bake bread fill air
413,Neutral,2021-04-15 14:20:00,facebook,"resilience,standingtall",35,70,usa,inspir resili lone tree stand tall storm
414,Positive,2019-09-28 19:45:00,twitter,"immersion,captivatingnovel",20,40,uk,lost page captiv novel transport anoth world
415,Neutral,2016-12-05 21:00:00,instagram,"nostalgia,familyphotoalbum",25,50,india,drench nostalgia flip old famili photo album
416,Very Positive,2018-02-10 23:30:00,facebook,"spark,inspirationignited",30,60,australia,spark inspir ignit like shoot star night sky
417,Positive,2023-02-15 08:30:00,twitter,"gratitude,warmtea",18,35,other,imbu gratitud simpl pleasur warm cup tea
418,Very Positive,2015-08-22 15:00:00,instagram,"marvel,colorfulstreetmarket",22,45,other,marvel kaleidoscop color vibrant street market
419,Positive,2020-11-20 18:45:00,facebook,"serenity,tranquilsunset",28,55,other,awash seren sun set tranquil lakesid retreat
420,Very Negative,2019-08-05 21:00:00,instagram,"heartbreak,lostlove",15,30,usa,drown sorrow memori lost love resurfac
421,Negative,2021-02-12 16:45:00,twitter,"loneliness,heavyheart",18,35,canada,numb set weight loneli grow heavier
422,Very Negative,2020-11-28 14:20:00,facebook,"grief,lostfriendship",22,45,uk,tear fall like raindrop mourn end cherish friendship
423,Very Negative,2016-05-15 22:30:00,instagram,"despair,endlessdarkness",28,55,australia,despair cloud mind feel adrift endless sea dark
424,Very Negative,2018-09-10 13:15:00,twitter,"betrayal,shatteredtrust",22,45,other,shatter betray trust crumbl like fragil glass
425,Very Negative,2022-03-20 19:30:00,facebook,"suffering,heartachesymphony",25,50,other,ach heart symphoni pain play silenc solitud
426,Very Negative,2017-07-18 17:45:00,instagram,"emotionalstorm,sadnesswhirlwind",30,60,india,emot storm whirlwind sad engulf everi thought
427,Negative,2018-12-15 10:00:00,twitter,"regret,hauntedpast",18,35,other,haunt regret ghost past linger relentlessli
428,Very Negative,2015-06-28 21:15:00,facebook,"grief,tornapart",28,55,other,torn apart grief echo loss reverber soul
429,Negative,2020-04-02 14:20:00,instagram,"isolation,emotionalwinter",35,70,other,isol deepen emot winter warmth distant memori
430,Negative,2019-10-08 18:30:00,twitter,"disappointment,crushedhopes",20,40,other,soulcrush disappoint hope shatter like fragil glass
431,Very Negative,2016-11-22 09:45:00,facebook,"lostlove,painfulechoes",22,45,other,pain echo love cherish lost abyss time
432,Very Negative,2022-08-18 22:00:00,instagram,"despair,abyssofheartache",40,80,other,heartach deepen solitari journey abyss despair
433,Negative,2017-03-12 23:30:00,twitter,"melancholy,quietserenade",18,35,uk,melancholi linger bittersweet serenad quietud solitud
434,Negative,2015-12-15 16:15:00,facebook,"bitterness,woundedheart",25,50,australia,bitter like poison seep everi crevic wound heart
435,Very Negative,2021-09-05 13:30:00,instagram,"exhaustion,crushedspirit",35,70,canada,emot exhaust weight world crush weari shoulder
436,Very Negative,2018-05-22 20:45:00,twitter,"sorrow,symphonyofloss",18,35,other,sorrow echo symphoni pain play string loss
437,Very Negative,2016-07-10 18:20:00,facebook,"darkness,soulengulfed",28,55,usa,dark descend engulf soul shadow despair
438,Very Negative,2019-04-30 14:00:00,instagram,"desperation,glimmerofhope",22,45,other,desper whisper silent plea glimmer hope abyss
439,Very Negative,2022-01-08 11:30:00,twitter,"ruins,shattereddreams",20,40,other,heart ruin remnant shatter dream scatter wind
440,Very Negative,2017-09-10 19:15:00,twitter,"desolation,scatteredhope",20,40,australia,shatter echo shatter dream fragment hope scatter
441,Negative,2022-04-18 11:30:00,instagram,"regret,pathofremorse",25,50,canada,avoid thorn regret walk barefoot path remors
442,Very Negative,2018-12-05 21:45:00,facebook,"grief,lostjoyfootsteps",18,35,usa,labyrinth grief wall echo footstep lost joy
443,Negative,2016-06-28 14:20:00,twitter,"loneliness,crashingwaves",22,45,uk,soul adrift sea solitud wave loneli crash relentlessli
444,Negative,2019-10-22 17:00:00,instagram,"bitterness,stainedtrust",15,30,other,bitter betray tast linger stain palat trust
445,Very Negative,2021-03-15 22:45:00,facebook,"desolation,whisperedloss",28,55,other,ruin hope echo shatter dream whisper tale loss
446,Very Negative,2017-08-10 19:30:00,twitter,"heartbreak,rippleofdespair",22,45,other,sink like stone ocean heartbreak rippl sigh despair
447,Very Negative,2023-01-28 14:30:00,instagram,"grief,silenttears",30,60,india,tear ink stain page journal testament silent grief
448,Very Negative,2016-12-12 10:00:00,facebook,"betrayal,reverberatingpromises",25,50,other,wasteland lost trust echo broken promis reverber
449,Neutral,2020-07-18 15:15:00,twitter,"resilience,tightropewalk",35,70,other,avoid shard shatter dream walk tightrop resili
450,Negative,2022-05-20 20:30:00,instagram,"isolation,silentsolitude",30,60,other,suffoc silenc solitud echo laughter thrive
451,Negative,2019-11-08 14:45:00,twitter,"regret,fadingpossibilities",18,35,other,haunt specter lost possibl ghost refus fade away
452,Very Negative,2017-03-28 22:00:00,facebook,"despair,endlessreverberation",28,55,australia,labyrinth despair echo broken heart reverber endlessli
453,Very Negative,2020-09-15 18:15:00,instagram,"sorrow,autumnleaves",22,45,canada,sink like autumn leav river sorrow carri away current
454,Very Negative,2018-06-10 13:30:00,twitter,"desolation,shatteredhopes",20,40,uk,garden broken dream petal fall silent testimoni shatter hope
455,Very Negative,2016-12-22 21:45:00,facebook,"grief,lostlovelonging",25,50,usa,tear currenc grief spent marketplac lost love long
456,Very Negative,2021-01-05 16:20:00,instagram,"betrayal,closingwalls",15,30,other,wander maze betray wall close everi wrong turn
457,Very Negative,2019-04-18 11:00:00,twitter,"heartbreak,calmafterstorm",22,45,other,soul weather storm heartbreak seek refug calm
458,Very Negative,2017-08-28 19:30:00,facebook,"despair,unraveledhope",18,35,india,tapestri despair thread hope unravel leav portrait sorrow
459,Very Negative,2023-02-10 14:30:00,instagram,"loss,silentsurrender",28,55,other,like wither rose garden love petal fall silent surrend time
460,Very Negative,2022-07-10 22:15:00,instagram,"heartache,lovesonglonging",30,60,other,void heartach echo love song play note pang long
461,Neutral,2019-05-15 21:30:00,twitter,"nostalgia,cherishedmemories",18,35,other,nostalgia bittersweet danc moonlit ballroom cherish memori
462,Very Negative,2018-11-28 14:00:00,facebook,"grief,melancholicmelody",22,45,other,symphoni grief tear note compos melanchol melodi
463,Very Negative,2021-03-02 17:45:00,instagram,"betrayal,poisonedtrust",25,50,canada,betray venom serpent slither garden trust poison root
464,Very Negative,2016-10-18 19:30:00,twitter,"despair,deepdescent",20,40,usa,sink quicksand despair harder fight deeper descend
465,Very Negative,2020-08-15 12:30:00,facebook,"desolation,untoldsorrows",28,55,other,wander cemeteri lost dream tombston mark untold sorrow
466,Negative,2017-04-28 16:20:00,instagram,"regret,pastcurrents",18,35,uk,swept away river regret current past refus releas
467,Very Negative,2019-09-10 21:00:00,twitter,"loss,forgottenlove",22,45,australia,whisper lost love linger attic heart forgotten eras
468,Very Negative,2022-01-28 13:45:00,facebook,"betrayal,shatteredvows",15,30,other,galleri broken promis shatter vow frame pain exhibit
